customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5465-RZP,Male,0,Yes,Yes,8,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Two year,Yes,Electronic check,102.52,791.19,No
1635-SCW,Male,0,Yes,No,54,No,No phone service,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),90.84,4888.43,Yes
2693-TFD,Male,0,Yes,No,2,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),31.43,98.76,No
5752-UIK,Female,0,Yes,Yes,56,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),77.79,4367.08,No
9311-VLR,Female,1,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Mailed check,85.81,,No
1830-WOY,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),21.99,481.06,Yes
6177-XRF,Male,0,No,No,35,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Credit card (automatic),104.21,3643.64,No
9932-YUM,Male,0,No,Yes,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),109.33,1766.79,Yes
9308-ZXT,Female,0,Yes,No,50,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),103.72,5178.64,Yes
6949-AAA,Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,101.13,4357.24,Yes
3838-BDH,Female,0,No,No,17,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,93.12,1577.81,Yes
2150-CGO,Female,0,No,Yes,58,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,81.91,4779.88,No
8560-DJV,Male,1,No,No,2,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),86.45,184.03,No
2931-EMC,Male,0,No,No,4,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),99.29,415.84,Yes
2664-FPJ,Male,0,No,No,39,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),84.83,3299.6,No
2081-GSQ,Female,0,No,No,6,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,51.19,323.01,Yes
1512-HVX,Female,0,Yes,No,69,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.03,3861.38,No
8805-IYE,Female,0,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,108.4,7481.25,Yes
6237-JBL,Male,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Bank transfer (automatic),19.97,423.93,No
1559-KES,Male,0,Yes,No,64,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,88.48,5647.08,No
4672-LHZ,Female,0,Yes,Yes,16,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),114.21,1830.41,Yes
8404-MKG,Male,0,No,Yes,51,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,89.23,4557.3,No
4343-NNN,Female,0,No,Yes,37,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,118.14,4378.98,No
5070-OQU,Female,0,No,No,69,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.35,6020.39,No
1580-PTB,Male,0,Yes,No,42,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,21.7,942.69,No
8004-QWI,Female,0,No,No,57,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,101.36,5758.1,Yes
9130-RZP,Male,0,No,No,66,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,46.86,3114.64,No
4147-SCW,Female,0,Yes,No,9,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,63.08,585.95,No
5249-TFD,Male,0,No,No,64,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.62,3204.19,No
2679-UIK,Male,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),45.24,971.46,Yes
4506-VLR,Male,0,Yes,No,34,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,61.61,2081.71,No
8253-WOY,Female,1,No,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Bank transfer (automatic),56.31,3119.43,No
3744-XRF,Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Electronic check,81.9,2346.94,Yes
6188-YUM,Male,1,Yes,Yes,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),99.97,3774.76,No
3141-ZXT,Male,0,No,No,18,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),48.11,858.66,Yes
7617-AAA,Female,0,No,No,71,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),39.73,2823.71,No
3479-BDH,Female,0,Yes,No,65,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,85.27,5566.43,No
7484-CGO,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,85.62,82.84,Yes
8421-DJV,Male,1,Yes,No,4,No,No phone service,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,108.81,426.12,Yes
5452-EMC,Female,0,No,No,4,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),19.85,84.07,No
6881-FPJ,Female,0,Yes,Yes,27,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,No,Mailed check,103.98,2814.5,No
7665-GSQ,Male,0,Yes,No,43,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.61,3042.85,Yes
3849-HVX,Female,0,No,Yes,59,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),80.69,4758.04,Yes
8390-IYE,Female,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,27.43,848.43,Yes
7905-JBL,Female,0,Yes,No,33,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,61.73,2023.33,Yes
3489-KES,Male,0,No,Yes,28,Yes,No,DSL,No,Yes,Yes,No,No,No,One year,No,Electronic check,41.09,1171.82,No
5611-LHZ,Male,0,No,Yes,55,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,43.8,2411.81,No
3839-MKG,Male,0,Yes,No,60,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,68.91,4129.76,Yes
9527-NNN,Male,0,Yes,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,99.9,7009.77,Yes
6878-OQU,Male,1,No,No,62,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,93.0,5749.05,No
7303-PTB,Male,1,Yes,No,34,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,77.65,2636.72,No
1851-QWI,Male,0,No,No,56,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.46,4059.83,No
2687-RZP,Female,0,Yes,No,13,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,No,Electronic check,61.19,788.85,No
7833-SCW,Female,0,Yes,No,56,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),116.01,6498.07,No
3427-TFD,Male,0,Yes,No,18,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,74.55,1339.08,Yes
5000-UIK,Female,0,Yes,No,54,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,43.77,2342.59,No
6052-VLR,Female,1,Yes,No,43,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Credit card (automatic),41.37,1781.63,No
3738-WOY,Male,0,Yes,No,39,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,One year,No,Electronic check,79.69,3087.98,No
6732-XRF,Female,1,No,No,61,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Two year,Yes,Mailed check,70.79,4320.67,No
6387-YUM,Female,0,No,Yes,42,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),19.02,819.45,Yes
9002-ZXT,Female,0,No,No,18,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),101.67,1825.84,No
6536-AAA,Female,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,89.01,2029.66,Yes
4913-BDH,Female,1,Yes,Yes,54,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,84.76,4575.14,No
2066-CGO,Male,0,No,No,30,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),25.16,742.32,No
8723-DJV,Male,0,Yes,No,58,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),54.64,3178.04,No
5380-EMC,Male,0,No,Yes,68,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,112.26,7631.46,No
5107-FPJ,Female,0,No,No,67,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,104.94,7056.63,No
6726-GSQ,Male,0,No,Yes,71,No,No phone service,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,46.95,3350.89,No
4373-HVX,Female,0,No,Yes,18,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,34.03,610.24,No
9945-IYE,Female,0,No,No,7,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,63.38,454.39,No
3082-JBL,Female,0,Yes,No,40,Yes,No,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,54.01,2154.5,No
9967-KES,Female,0,Yes,Yes,70,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,86.81,6077.21,Yes
7748-LHZ,Male,0,No,No,65,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,115.38,7494.28,Yes
1417-MKG,Male,0,Yes,No,68,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Credit card (automatic),54.73,3733.14,No
9306-NNN,Female,0,No,Yes,49,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,24.5,1221.99,No
9808-OQU,Male,0,No,Yes,52,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,108.46,5651.9,Yes
4974-PTB,Female,0,Yes,No,29,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,22.06,653.57,No
4267-QWI,Male,1,No,Yes,21,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),114.0,2407.85,No
1825-RZP,Male,0,No,No,9,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),85.04,773.63,Yes
8668-SCW,Female,0,No,No,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,No,Credit card (automatic),112.89,5288.74,No
6745-TFD,Male,0,No,No,42,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,No,Electronic check,38.32,1634.95,No
1412-UIK,Female,0,No,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),22.34,1166.41,No
8543-VLR,Male,0,No,No,56,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,One year,Yes,Mailed check,67.32,3766.41,No
8587-WOY,Female,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,63.54,3234.98,No
1728-XRF,Female,0,Yes,No,70,No,No phone service,DSL,No,No,Yes,No,No,No,One year,Yes,Bank transfer (automatic),51.56,3618.39,No
8164-YUM,Male,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,No,Credit card (automatic),114.49,2298.06,Yes
9867-ZXT,Male,0,No,Yes,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),100.92,2721.81,Yes
6988-AAA,Female,0,Yes,No,38,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),84.74,3201.37,No
3504-BDH,Male,0,No,No,72,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),34.62,2497.23,No
3967-CGO,Male,0,No,Yes,65,No,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,92.05,5991.52,No
3786-DJV,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,91.31,4941.63,Yes
2122-EMC,Female,0,No,Yes,24,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,60.97,1468.52,No
5079-FPJ,Male,1,No,No,47,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),111.19,5221.86,No
2571-GSQ,Female,0,No,No,71,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,35.03,2502.04,Yes
6073-HVX,Female,0,Yes,No,63,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),45.12,2843.55,No
6104-IYE,Female,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,24.6,1395.23,No
3143-JBL,Male,0,Yes,No,55,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,98.19,5397.74,No
7806-KES,Male,0,No,No,60,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.74,,No
8357-LHZ,Female,0,Yes,No,62,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Electronic check,49.9,3091.07,No
4440-MKG,Male,0,No,No,30,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.71,1051.63,Yes
4766-NNN,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,22.28,495.26,No
6644-OQU,Male,0,Yes,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,35.01,1038.1,No
3914-PTB,Female,0,No,Yes,41,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,63.81,2612.27,Yes
5968-QWI,Female,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Mailed check,43.09,1817.09,No
6917-RZP,Male,1,Yes,No,65,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,44.28,2890.09,No
9787-SCW,Female,0,Yes,No,31,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.25,3328.89,Yes
1728-TFD,Male,0,Yes,Yes,30,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Credit card (automatic),70.02,2102.77,No
2365-UIK,Male,1,No,No,18,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,91.54,1632.06,Yes
5492-VLR,Female,0,No,No,17,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,21.84,384.0,Yes
1698-WOY,Female,0,Yes,No,38,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),54.95,2116.09,No
8186-XRF,Male,0,Yes,No,14,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,66.41,924.9,No
1395-YUM,Female,0,Yes,No,56,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,36.98,2083.5,No
8400-ZXT,Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Mailed check,30.33,685.69,No
9082-AAA,Female,0,No,No,67,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,105.72,7098.5,No
5171-BDH,Female,0,Yes,Yes,56,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),112.66,6310.84,Yes
5360-CGO,Female,1,No,No,19,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,26.17,486.75,Yes
3502-DJV,Male,0,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),53.33,3038.59,No
1717-EMC,Male,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),114.56,5047.52,No
3782-FPJ,Female,0,No,Yes,35,Yes,Yes,DSL,No,No,No,Yes,No,No,One year,Yes,Electronic check,26.61,944.97,No
5946-GSQ,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Electronic check,82.94,87.95,No
6486-HVX,Female,0,No,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,115.96,6024.22,Yes
9335-IYE,Male,1,No,Yes,70,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,116.56,8167.53,No
5980-JBL,Female,0,Yes,No,37,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),65.61,2440.47,No
8266-KES,Male,0,No,No,65,No,No phone service,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),34.61,2255.34,No
5491-LHZ,Male,0,Yes,No,51,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,38.56,1954.02,No
8192-MKG,Male,1,No,No,1,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,107.65,104.93,Yes
6588-NNN,Female,0,Yes,Yes,21,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,109.87,2321.49,Yes
8651-OQU,Male,0,No,No,53,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,79.34,4184.27,Yes
4636-PTB,Female,0,Yes,Yes,16,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Credit card (automatic),95.25,1492.6,Yes
2167-QWI,Male,1,Yes,No,61,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),92.61,5671.83,No
2062-RZP,Female,1,No,No,54,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,84.76,4584.71,Yes
3156-SCW,Male,1,Yes,No,40,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),101.39,4064.7,No
8860-TFD,Female,0,No,Yes,26,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,87.13,2249.23,No
6161-UIK,Male,0,Yes,No,65,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Mailed check,71.92,4685.86,No
6305-VLR,Female,0,Yes,No,64,No,No phone service,DSL,Yes,No,No,No,No,Yes,Two year,Yes,Mailed check,42.06,2695.97,No
7541-WOY,Female,1,Yes,No,43,Yes,No,DSL,No,No,No,Yes,No,Yes,One year,Yes,Mailed check,93.01,3975.67,No
5729-XRF,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),65.83,1140.47,Yes
8330-YUM,Female,0,No,No,59,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),47.88,2827.3,Yes
6334-ZXT,Male,0,Yes,No,23,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,98.85,2267.61,Yes
9924-AAA,Male,0,No,No,7,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),88.27,612.22,No
5330-BDH,Female,0,No,Yes,44,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,112.45,4917.57,No
9010-CGO,Male,1,Yes,Yes,53,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),34.88,1857.54,No
7801-DJV,Female,1,No,No,71,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.49,5931.72,Yes
5846-EMC,Female,0,No,No,34,Yes,Yes,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,42.8,1452.29,No
7731-FPJ,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),109.06,5035.94,Yes
8241-GSQ,Female,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,28.25,1900.24,Yes
1953-HVX,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,84.19,1338.09,Yes
3539-IYE,Male,0,No,No,71,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),97.75,6927.5,Yes
8056-JBL,Female,0,No,Yes,19,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Credit card (automatic),53.92,1020.3,No
2542-KES,Female,0,No,Yes,2,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),114.14,229.29,Yes
6293-LHZ,Female,1,Yes,No,10,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),103.75,1043.95,No
2191-MKG,Female,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Mailed check,47.86,2387.8,No
7313-NNN,Male,0,Yes,No,12,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,19.01,214.96,Yes
7938-OQU,Male,0,No,Yes,70,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),48.06,3389.49,No
3681-PTB,Male,0,Yes,No,22,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,46.52,1059.61,Yes
2540-QWI,Female,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),107.69,3448.23,Yes
7172-RZP,Female,0,Yes,Yes,1,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,115.45,104.1,Yes
6541-SCW,Male,0,Yes,No,54,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),25.33,1389.95,No
2365-TFD,Female,1,No,No,58,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,65.62,3784.26,No
9691-UIK,Female,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.36,5130.18,No
9702-VLR,Female,0,Yes,Yes,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),27.59,486.18,Yes
8494-WOY,Female,0,Yes,No,6,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),56.19,319.75,No
5312-XRF,Male,0,No,No,45,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,50.12,2251.2,No
2324-YUM,Male,0,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),72.12,1645.8,No
4141-ZXT,Male,0,Yes,No,23,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),84.7,1948.29,Yes
8419-AAA,Female,0,No,No,26,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),88.95,2313.11,No
4486-BDH,Male,1,No,No,7,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),31.99,214.61,No
2810-CGO,Male,0,Yes,No,44,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,99.95,4392.24,No
7588-DJV,Female,0,No,No,27,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,86.44,2330.42,Yes
3923-EMC,Female,0,No,No,26,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,One year,Yes,Mailed check,107.6,2809.75,No
6301-FPJ,Male,0,No,No,36,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,63.41,2280.53,Yes
5186-GSQ,Male,0,Yes,No,55,Yes,No,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),108.09,5957.32,No
9905-HVX,Male,0,No,No,64,No,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,105.26,6745.43,No
6977-IYE,Male,0,No,Yes,57,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,62.31,3560.24,No
5268-JBL,Female,0,Yes,No,69,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,56.55,3922.77,No
5748-KES,Male,0,Yes,No,61,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,112.0,6815.21,No
5849-LHZ,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,90.12,173.14,Yes
4709-MKG,Female,0,Yes,No,55,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,111.54,6161.15,No
7619-NNN,Male,0,No,No,38,No,No phone service,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Electronic check,98.35,3733.44,No
9647-OQU,Female,0,Yes,No,29,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,79.48,2262.69,Yes
